16.5,99.5,108.5
17.25,102.25,108.5
17.5,104.5,109.5
18.667,106,109.67
18.667,108.67,109.67
19.667,111,110.67
19.75,112.75,110.75
20.75,115.25,111
21.5,117.25,110.75
21.667,119.67,110.67
22.667,122,111.67
23,124.67,111.67
23,126.75,112.5
23,129.5,112.5
23,132.5,113
22.667,135,113.67
23,137.67,113.67
23.333,141,114.67
24.25,144,114.75
24.5,147,114.5
25.5,149.75,115.25
26.333,153,115.33
26.333,155,116
27.25,157.75,116
27.5,160.5,116
28.25,163.75,116
28.333,167,115.67
29,169,115.33
29,172.67,114.33
29,175.5,114.5
28.75,178,113.75
28.5,181.5,113.5
29.333,183.67,112.67
30.667,186.67,111.33
30.333,189.33,111.67
31.25,191.5,110.5
31.25,194.25,109.5
32,196,108.5
32.333,198.33,107.33
33,200.33,106.67
33,203,105
33,204.75,103.5
33,207,102
33,209.5,100
33,211.33,98.667
33,213.33,96.667
33,215.5,93.5
32.5,217,91
33.5,219.75,87.75
33.25,221.5,85.25
34.333,223,82.667
38.667,224.67,78.667
41.5,226,75.5
45.5,228,71.75
49.5,229.5,68.25
53,231,64.667
58.333,231.67,59.667
64.333,233,53.667
68.5,234,49.5
73.5,234.75,44.5
79.5,235.25,39.5
85.333,235.33,38
93,235.67,36.667
100,234.33,35.333
106.5,234.75,34.5
113.5,234,33.75
119.5,233,34
124.33,232.33,34
130.33,231.33,34
136.67,231.33,33.333
140.75,230.25,33.25
145.75,229,32.5
150.25,228,33
154.67,226.67,33
158.33,226.33,33
162.75,225.25,33
167,224,33
171.25,222.5,33
175,221.67,33
178.67,220.67,33
183,219.33,33
186.25,218,33
190,217,33
193.75,215.5,33
197,214.67,32.333
200.67,213.33,32.333
204,211.67,31.333
207,210.25,32
210.75,208.5,32
214.75,207,32
218,205.33,32
221,203.67,32
224.67,202,32
227.5,199.75,32
230.5,198,32
233.5,196,31.5
235.33,194,33.333
237,191,37.667
237.75,188.75,41.25
239,186.25,45.5
240.5,183,50
241.25,180.75,53.25
242,178.33,55.667
242.33,176.33,58
243,174.5,60.5
243.5,171.5,63.5
244.5,169.25,65.5
244.67,167,67
245,164.33,68.333
245,162,69.333
244.5,159.5,71
245.5,157.5,72.5
245.75,155,72.5
246,153.33,72.667
246,151,73.667
245.33,148.67,74
246.5,146.75,73.5
246.5,144,73.25
247,141.5,72.5
247.67,139.67,72.667
247.67,137,71.333
247.67,135,71.333
248.25,132,69.75
248.75,129.5,68.5
249,126.75,67.25
248.67,124.67,65.667
248.67,122,65.333
249.25,119,63.75
249.75,116.5,61.5
250,113,59.25
249.5,109.5,57.5
249.67,107,56.333
250.67,103,53.333
250.5,100.5,52
251.25,97,49.5
251.5,93.5,47.25
252,91,45.333
252,86.333,42
252,82.333,39
252,78.75,36.75
251.75,74.5,33.5
251.25,70.5,30.25
250.33,66,27
249.33,61.667,24
247.67,56.667,20.667
247.25,52.5,18.5
246.5,48,15.25
243.75,44.5,13.5
241.67,42,13.667
238.67,39,12.667
236.33,36.333,12.667
234,34.25,12.5
230,33.75,13
225,34,14.75
221,34,16.333
216.67,34,17.667
213,34,19.25
208.75,34,20.5
204,34,20.75
200,34,21.667
196,34,22.667
191.33,33.667,22.667
188,34.5,21.5
183.5,34.75,18.25
178.75,35,15.25
174.67,34.333,13
170.33,34.333,9.3333
166,33.333,7.3333
163.25,32.5,7.5
159.5,31.5,6.5
156.5,31.5,6.5
153.33,30.667,6.6667
150,29.667,5.6667
146,29,5.6667
142.5,28.25,6
139.5,27.5,5.75
135.75,26.5,5.5
133,25.667,4.6667
129.67,25.333,4.6667
126.5,24.75,5
123.5,24,4.75
119.75,23.5,4.5
116.75,22.5,3.5
114.67,22.333,3.6667
111,21.667,4
108.5,21,3.75
104.75,20.5,3.5
101.5,19.5,2.5
99,19.667,2.6667
96,19.333,3
93,18.333,3
90.5,18.75,3
87.75,17.5,3
85.25,17.75,3
83,17.333,3
80.667,16.333,3
78,16.667,2.6667
76.25,16.5,2.5
73.75,15.25,1.75
71.5,14.5,2
69.667,14.667,2
67,13.333,1.6667
65.333,13.333,1.3333
63,12.5,0.75
60.5,12.5,1
58.25,11.75,1
56,11.667,1
54.333,11.333,1
52.75,10.5,1
51,10.5,1
48.75,9.75,1
46.667,9.6667,1
45.333,9.3333,1
43.667,8.3333,1
43,8.5,1
41.25,7.75,1
39.5,7.75,0.75
38.333,7.3333,0.33333
37.333,6.3333,0
35.667,6.6667,0
34.75,5.75,0
33.5,5.75,0
32.75,5.5,0
31.667,4.3333,0
30.667,4.6667,0
30.333,4,0
29.5,3.25,0
29.5,3.5,0
28.5,2.5,0
27.667,3,0
27,3,0
26.25,2.75,0
25.5,2.5,0
24.5,1.5,0
24.5,2,0
23.667,2,0
22.333,1.6667,0
22.5,1.5,0
21.5,0.5,0
20.75,1,0
20,1,0
19.333,1,0
18.333,1,0
17.5,1,0
17.5,1,0
16.75,1,0
16.333,1,0
15.333,1,0
14.667,1,0
14.25,1,0
13.5,1,0
12.5,1,0
12,1,0
10.667,1,0
10.333,1,0
9.5,1,0
8.5,1,0
7.75,1,0
6.6667,1,0
6.3333,1,0
6.25,1,0
5.5,1,0
5.5,1,0
5,0.66667,0
